	0
"lemma_""1938"""	24215
"form_""strain"""	24216
"form_""matching"""	24217
"form_""jot"""	24218
"form_""Comin"""	24219
"lemma_""Comin"""	24220
"form_""spirituals"""	24221
"form_""employing"""	24222
"form_""Negroid"""	24223
"lemma_""Negroid"""	24224
"lemma_""confuse"""	24225
"form_""Spirituals"""	24226
"lemma_""Spiritual"""	24227
"form_""sundry"""	24228
"lemma_""sundry"""	24229
"form_""Corner"""	24230
"lemma_""Corner"""	24231
"form_""judgement"""	24232
"form_""Horn"""	24233
"lemma_""Horn"""	24234
"form_""hallelujahs"""	24235
"lemma_""hallelujah"""	24236
"form_""thrown"""	24237
"form_""premarital"""	24238
"lemma_""premarital"""	24239
"form_""chastity"""	24240
"lemma_""chastity"""	24241
"form_""females"""	24242
"form_""preserving"""	24243
"form_""Erik"""	24244
"lemma_""Erik"""	24245
"form_""Erikson"""	24246
"lemma_""Erikson"""	24247
"form_""schema"""	24248
"lemma_""schema"""	24249
"form_""conceptual"""	24250
"lemma_""conceptual"""	24251
"form_""superimposing"""	24252
"lemma_""superimpose"""	24253
"form_""denominators"""	24254
"lemma_""denominator"""	24255
"form_""configurations"""	24256
"lemma_""configuration"""	24257
"form_""unwed"""	24258
"lemma_""unwed"""	24259
"form_""histories"""	24260
"form_""utilize"""	24261
"form_""effectual"""	24262
"lemma_""effectual"""	24263
"form_""prevention"""	24264
"form_""illegitimacy"""	24265
"lemma_""illegitimacy"""	24266
"form_""socialization"""	24267
"lemma_""socialization"""	24268
"form_""infancy"""	24269
"lemma_""infancy"""	24270
"form_""adolescence"""	24271
"lemma_""adolescence"""	24272
"form_""Hypothesizing"""	24273
"form_""developmental"""	24274
"lemma_""developmental"""	24275
"form_""stages"""	24276
"form_""adolescent"""	24277
"lemma_""adolescent"""	24278
"form_""epigenetic"""	24279
"lemma_""epigenetic"""	24280
"form_""preparatory"""	24281
"lemma_""preparatory"""	24282
"form_""delinquent"""	24283
"lemma_""delinquent"""	24284
"form_""motherhood"""	24285
"lemma_""motherhood"""	24286
"form_""postpone"""	24287
"lemma_""postpone"""	24288
"form_""gratifying"""	24289
"lemma_""gratifying"""	24290
"form_""objectives"""	24291
"form_""rely"""	24292
"form_""temporarily"""	24293
"lemma_""temporarily"""	24294
"form_""adolescents"""	24295
"form_""remembering"""	24296
"form_""gratification"""	24297
"lemma_""gratification"""	24298
"form_""adulthood"""	24299
"lemma_""adulthood"""	24300
"form_""Experience"""	24301
"form_""apathy"""	24302
"lemma_""apathy"""	24303
"form_""chapters"""	24304
"form_""commitments"""	24305
"lemma_""commitment"""	24306
"form_""Others"""	24307
"form_""mistrust"""	24308
"lemma_""mistrust"""	24309
"form_""Erickson"""	24310
"lemma_""Erickson"""	24311
"form_""identities"""	24312
"form_""irreversibly"""	24313
"lemma_""irreversibly"""	24314
"form_""deterministic"""	24315
"lemma_""deterministic"""	24316
"form_""SNP"""	24317
"lemma_""SNP"""	24318
"form_""originally"""	24319
"form_""peer"""	24320
"form_""conformity"""	24321
"lemma_""conformity"""	24322
"form_""autonomy"""	24323
"lemma_""autonomy"""	24324
"form_""inculcated"""	24325
"lemma_""inculcate"""	24326
"form_""acceptable"""	24327
"lemma_""acceptable"""	24328
"form_""ostensible"""	24329
"lemma_""ostensible"""	24330
"form_""rebellion"""	24331
"lemma_""rebellion"""	24332
"form_""criticisms"""	24333
"form_""indoctrinated"""	24334
"lemma_""indoctrinate"""	24335
"form_""failing"""	24336
"form_""elementary"""	24337
"lemma_""elementary"""	24338
"form_""shamed"""	24339
"form_""peers"""	24340
"form_""groping"""	24341
"lemma_""groping"""	24342
"form_""denial"""	24343
"lemma_""denial"""	24344
"form_""sexual"""	24345
"lemma_""sexual"""	24346
"form_""supplemented"""	24347
"form_""enduring"""	24348
"form_""achievement"""	24349
"form_""paralysis"""	24350
"lemma_""paralysis"""	24351
"form_""resulting"""	24352
"form_""doll"""	24353
"lemma_""doll"""	24354
"form_""exploring"""	24355
"form_""abilities"""	24356
"form_""indecision"""	24357
"lemma_""indecision"""	24358
"form_""incapacitated"""	24359
"lemma_""incapacitate"""	24360
"form_""alternatives"""	24361
"form_""homemaker"""	24362
"lemma_""homemaker"""	24363
"form_""mounts"""	24364
"form_""workmanship"""	24365
"lemma_""workmanship"""	24366
"form_""carreer"""	24367
"lemma_""carreer"""	24368
"form_""likes"""	24369
"form_""dislikes"""	24370
"lemma_""dislike"""	24371
"form_""deprive"""	24372
"form_""freedoms"""	24373
"form_""susceptible"""	24374
"lemma_""susceptible"""	24375
"form_""diversions"""	24376
"lemma_""diversion"""	24377
"form_""Childhood"""	24378
"form_""excerpts"""	24379
"lemma_""excerpt"""	24380
"form_""facets"""	24381
"lemma_""facet"""	24382
"form_""subsequently"""	24383
"lemma_""subsequently"""	24384
"form_""occupied"""	24385
"form_""leisure"""	24386
"lemma_""leisure"""	24387
"form_""diverting"""	24388
"lemma_""divert"""	24389
"form_""Sex"""	24390
"form_""unrewarding"""	24391
"lemma_""unrewarding"""	24392
"form_""burdens"""	24393
"form_""rebelled"""	24394
"form_""polarization"""	24395
"lemma_""polarization"""	24396
"form_""germane"""	24397
"lemma_""germane"""	24398
"form_""consderations"""	24399
"lemma_""consderation"""	24400
"form_""superimpose"""	24401
"form_""Adolescents"""	24402
"form_""polarize"""	24403
"lemma_""polarize"""	24404
"form_""unimportant"""	24405
"lemma_""unimportant"""	24406
"form_""conversions"""	24407
"form_""resolves"""	24408
"form_""fluctuating"""	24409
"lemma_""fluctuate"""	24410
"form_""transcends"""	24411
"lemma_""transcend"""	24412
"form_""ambivalent"""	24413
"lemma_""ambivalent"""	24414
"form_""forceful"""	24415
"lemma_""forceful"""	24416
"form_""overtly"""	24417
"lemma_""overtly"""	24418
"form_""evinced"""	24419
"lemma_""evince"""	24420
"form_""mirrored"""	24421
"lemma_""mirror"""	24422
"form_""Willie"""	24423
"lemma_""Willie"""	24424
"form_""Lohmans"""	24425
"lemma_""Lohmans"""	24426
"form_""coincide"""	24427
"lemma_""coincide"""	24428
"form_""disprove"""	24429
"lemma_""disprove"""	24430
"form_""illustrations"""	24431
"form_""embodied"""	24432
"form_""disinclination"""	24433
"lemma_""disinclination"""	24434
"form_""explicitly"""	24435
"lemma_""explicitly"""	24436
"form_""accordingly"""	24437
"form_""disappointed"""	24438
"lemma_""disappoint"""	24439
"form_""intercourse"""	24440
"lemma_""intercourse"""	24441
"form_""implying"""	24442
"form_""enjoyable"""	24443
"lemma_""enjoyable"""	24444
"form_""exhilarating"""	24445
"lemma_""exhilarating"""	24446
"form_""censured"""	24447
"lemma_""censure"""	24448
"form_""permissive"""	24449
"lemma_""permissive"""	24450
"form_""pregnant"""	24451
"lemma_""pregnant"""	24452
"form_""fuse"""	24453
"form_""portray"""	24454
"form_""asocial"""	24455
"lemma_""asocial"""	24456
"form_""attributing"""	24457
"form_""familial"""	24458
"lemma_""familial"""	24459
"form_""Collingwood"""	24460
"lemma_""Collingwood"""	24461
"form_""snobbish"""	24462
"lemma_""snobbish"""	24463
"form_""palace"""	24464
"form_""Chaucer"""	24465
"lemma_""Chaucer"""	24466
"form_""Cimabue"""	24467
"lemma_""Cimabue"""	24468
"form_""Shakespeare"""	24469
"lemma_""Shakespeare"""	24470
"form_""Titian"""	24471
"lemma_""Titian"""	24472
"form_""carvings"""	24473
"lemma_""carving"""	24474
"form_""cavemen"""	24475
"lemma_""cavemen"""	24476
"form_""colour"""	24477
"lemma_""colour"""	24478
"form_""dislike"""	24479
"form_""provincialism"""	24480
"lemma_""provincialism"""	24481
"form_""horizons"""	24482
"form_""creative"""	24483
"lemma_""creative"""	24484
"form_""freed"""	24485
"form_""justifiably"""	24486
"lemma_""justifiably"""	24487
"form_""similarities"""	24488
"form_""discernible"""	24489
"lemma_""discernible"""	24490
"form_""surveyed"""	24491
"form_""inexhaustible"""	24492
"lemma_""inexhaustible"""	24493
"lemma_""heighten"""	24494
"form_""historian"""	24495
"form_""confine"""	24496
"form_""stylistic"""	24497
"lemma_""stylistic"""	24498
"form_""interpenetrate"""	24499
"lemma_""interpenetrate"""	24500
"form_""thoughtful"""	24501
"lemma_""thoughtful"""	24502
"form_""immediacies"""	24503
"lemma_""immediacy"""	24504
"form_""sensuous"""	24505
"lemma_""sensuous"""	24506
"form_""topic"""	24507
"lemma_""topic"""	24508
"form_""writ"""	24509
"lemma_""writ"""	24510
"form_""Outstanding"""	24511
"form_""definitions"""	24512
"form_""notions"""	24513
"form_""perfectibility"""	24514
"lemma_""perfectibility"""	24515
"form_""depravity"""	24516
"lemma_""depravity"""	24517
"form_""literatures"""	24518
"form_""characterizations"""	24519
"lemma_""characterization"""	24520
"form_""fashioning"""	24521
"lemma_""fashioning"""	24522
"form_""connotation"""	24523
"form_""poetic"""	24524
"lemma_""poetic"""	24525
"form_""poems"""	24526
"lemma_""poem"""	24527
"form_""Burns's"""	24528
"lemma_""Burns'"""	24529
"form_""Hopkins"""	24530
"lemma_""Hopkins"""	24531
"form_""plumed"""	24532
"lemma_""plume"""	24533
"form_""Thunder"""	24534
"lemma_""Thunder"""	24535
"form_""unplumbed"""	24536
"lemma_""unplumbed"""	24537
"form_""estranging"""	24538
"lemma_""estrang"""	24539
"form_""Understanding"""	24540
"form_""embodies"""	24541
"form_""poem"""	24542
"form_""atypical"""	24543
"lemma_""atypical"""	24544
"form_""commentaries"""	24545
"lemma_""commentary"""	24546
"form_""labelled"""	24547
"form_""-ism"""	24548
"lemma_""-ism"""	24549
"form_""i.e"""	24550
"lemma_""i.e"""	24551
"form_""syndrome"""	24552
"lemma_""syndrome"""	24553
"form_""prominence"""	24554
"lemma_""prominence"""	24555
"form_""salvation"""	24556
"lemma_""salvation"""	24557
"form_""providence"""	24558
"lemma_""providence"""	24559
"form_""individualized"""	24560
"lemma_""individualized"""	24561
"form_""rendering"""	24562
"lemma_""rendering"""	24563
"form_""Platonism"""	24564
"lemma_""Platonism"""	24565
"form_""Stoicism"""	24566
"lemma_""Stoicism"""	24567
"form_""Henley"""	24568
"lemma_""Henley"""	24569
"form_""Invictus"""	24570
"lemma_""Invictus"""	24571
"lemma_""stoicism"""	24572
"form_""contrasting"""	24573
"form_""orthodox"""	24574
"lemma_""orthodox"""	24575
"form_""Hellenic"""	24576
"lemma_""Hellenic"""	24577
"form_""Platonist"""	24578
"lemma_""Platonist"""	24579
"form_""contemporaries"""	24580
"form_""defiance"""	24581
"lemma_""defiance"""	24582
"form_""mastery"""	24583
"lemma_""mastery"""	24584
"form_""Stoic"""	24585
"lemma_""Stoic"""	24586
"form_""thinker"""	24587
"form_""Marcus"""	24588
"lemma_""Marcus"""	24589
"form_""Aurelius"""	24590
"lemma_""Aurelius"""	24591
"form_""acquiescence"""	24592
"lemma_""acquiescence"""	24593
"form_""Milton"""	24594
"lemma_""Milton"""	24595
"form_""sonnet"""	24596
"lemma_""sonnet"""	24597
"form_""thematic"""	24598
"lemma_""thematic"""	24599
"form_""conjunction"""	24600
"lemma_""conjunction"""	24601
"form_""indicating"""	24602
"form_""reciprocal"""	24603
"lemma_""reciprocal"""	24604
"form_""observe"""	24605
"form_""Regarded"""	24606
"form_""penetrate"""	24607
"form_""rethink"""	24608
"lemma_""rethink"""	24609
"form_""re-thinking"""	24610
"lemma_""re-think"""	24611
"form_""ipso"""	24612
"lemma_""ipso"""	24613
"form_""facto"""	24614
"lemma_""facto"""	24615
"form_""intuition"""	24616
"lemma_""intuition"""	24617
"lemma_""History"""	24618
"form_""secondly"""	24619
"lemma_""secondly"""	24620
"form_""inferential"""	24621
"lemma_""inferential"""	24622
"form_""proves"""	24623
"form_""adjunct"""	24624
"lemma_""adjunct"""	24625
"form_""transformation"""	24626
"lemma_""transformation"""	24627
"form_""Reformation"""	24628
"lemma_""reformation"""	24629
"form_""revolutionary"""	24630
"lemma_""revolutionary"""	24631
"form_""dwelling"""	24632
"lemma_""dwelling"""	24633
"form_""manifestation"""	24634
"form_""intrinsic"""	24635
"lemma_""intrinsic"""	24636
"form_""woefully"""	24637
"lemma_""woefully"""	24638
"form_""incomplete"""	24639
"lemma_""incomplete"""	24640
"form_""construct"""	24641
"form_""theology"""	24642
"lemma_""theology"""	24643
"form_""authors"""	24644
"form_""Testament"""	24645
"lemma_""Testament"""	24646
"form_""seventeen"""	24647
"lemma_""seventeen"""	24648
"form_""evoked"""	24649
"form_""scripture"""	24650
"lemma_""scripture"""	24651
"form_""Augustine"""	24652
"lemma_""Augustine"""	24653
"form_""Bunyan"""	24654
"lemma_""Bunyan"""	24655
"form_""enlightenment"""	24656
"lemma_""enlightenment"""	24657
"form_""familarity"""	24658
"lemma_""familarity"""	24659
"form_""Plutarch"""	24660
"lemma_""Plutarch"""	24661
"form_""Montaigne"""	24662
"lemma_""Montaigne"""	24663
"form_""Plato"""	24664
"lemma_""Plato"""	24665
"form_""dialogues"""	24666
"form_""Coleridge"""	24667
"lemma_""Coleridge"""	24668
"form_""plundering"""	24669
"lemma_""plundering"""	24670
"form_""Schelling"""	24671
"lemma_""Schelling"""	24672
"form_""Godwin"""	24673
"lemma_""Godwin"""	24674
"form_""poets"""	24675
"lemma_""poet"""	24676
"form_""influenced"""	24677
"form_""Wordsworth"""	24678
"lemma_""Wordsworth"""	24679
"form_""Meredith"""	24680
"lemma_""Meredith"""	24681
"form_""Whitehead"""	24682
"lemma_""Whitehead"""	24683
"form_""romantics"""	24684
"lemma_""romantics"""	24685
"form_""chiefly"""	24686
"lemma_""chiefly"""	24687
"form_""Hegel"""	24688
"lemma_""Hegel"""	24689
"form_""admiration"""	24690
"lemma_""admiration"""	24691
"form_""Greek"""	24692
"lemma_""Greek"""	24693
"form_""tragedians"""	24694
"lemma_""tragedian"""	24695
"form_""channel"""	24696
"lemma_""channel"""	24697
"form_""classical"""	24698
"lemma_""classical"""	24699
"form_""evolutionary"""	24700
"lemma_""evolutionary"""	24701
"form_""grotesque"""	24702
"lemma_""grotesque"""	24703
"form_""elimination"""	24704
"lemma_""elimination"""	24705
"form_""unfit"""	24706
"lemma_""unfit"""	24707
"form_""borrowed"""	24708
"form_""Empedocles"""	24709
"lemma_""Empedocles"""	24710
"form_""caveat"""	24711
"lemma_""caveat"""	24712
"form_""coins"""	24713
"form_""counters"""	24714
"form_""congregational"""	24715
"lemma_""congregational"""	24716
"form_""congregation"""	24717
"form_""survives"""	24718
"form_""sustain"""	24719
"form_""Religious"""	24720
"lemma_""Religious"""	24721
"form_""worshiping"""	24722
"lemma_""worshiping"""	24723
"form_""motive"""	24724
"form_""homogeneity"""	24725
"lemma_""homogeneity"""	24726
"form_""blight"""	24727
"lemma_""blight"""	24728
"form_""exhibit"""	24729
"form_""violate"""	24730
"form_""mix"""	24731
"form_""poorer"""	24732
"form_""exodus"""	24733
"lemma_""exodus"""	24734
"form_""Protestant"""	24735
"lemma_""Protestant"""	24736
"form_""Members"""	24737
"form_""deceptive"""	24738
"lemma_""deceptive"""	24739
"form_""stratum"""	24740
"lemma_""stratum"""	24741
"form_""perishes"""	24742
"lemma_""perish"""	24743
"form_""mobility"""	24744
"lemma_""mobility"""	24745
"form_""collapsing"""	24746
"form_""recruits"""	24747
"form_""foremost"""	24748
"lemma_""foremost"""	24749
"form_""secondarily"""	24750
"lemma_""secondarily"""	24751
"form_""believing"""	24752
"form_""ranks"""	24753
"form_""Protestantism"""	24754
"lemma_""Protestantism"""	24755
"form_""vulnerability"""	24756
"lemma_""vulnerability"""	24757
"form_""folksy"""	24758
"lemma_""folksy"""	24759
"form_""Roman"""	24760
"lemma_""Roman"""	24761
"form_""parish"""	24762
"lemma_""parish"""	24763
"form_""consequently"""	24764
"lemma_""consequently"""	24765
"form_""recruitment"""	24766
"lemma_""recruitment"""	24767
"form_""co-optation"""	24768
"lemma_""co-optation"""	24769
"form_""missionary"""	24770
"lemma_""missionary"""	24771
"form_""outreach"""	24772
"lemma_""outreach"""	24773
"form_""stressing"""	24774
"form_""evangelism"""	24775
"lemma_""evangelism"""	24776
"form_""co-opting"""	24777
"lemma_""co-opt"""	24778
"form_""Co-optation"""	24779
"form_""assimilation"""	24780
"lemma_""assimilation"""	24781
"form_""mobile"""	24782
"lemma_""mobile"""	24783
"form_""assimilated"""	24784
"lemma_""assimilate"""	24785
"form_""Evangelism"""	24786
"lemma_""Evangelism"""	24787
"form_""illuminated"""	24788
"lemma_""illuminate"""	24789
"form_""recruited"""	24790
"form_""contacts"""	24791
"form_""11.2"""	24792
"lemma_""11.2"""	24793
"form_""thirds"""	24794
"form_""Missionary"""	24795
"form_""antennae"""	24796
"lemma_""antenna"""	24797
"form_""ministry"""	24798
"lemma_""ministry"""	24799
"form_""Churches"""	24800
"form_""strengthened"""	24801
"form_""environs"""	24802
"lemma_""environ"""	24803
"form_""diminishes"""	24804
"form_""transmutation"""	24805
"lemma_""transmutation"""	24806
"form_""insignificance"""	24807
"lemma_""insignificance"""	24808
"lemma_""preaching"""	24809
"form_""pastoral"""	24810
"lemma_""pastoral"""	24811
"form_""17.3"""	24812
"lemma_""17.3"""	24813
"form_""organizational"""	24814
"lemma_""organizational"""	24815
"form_""Publicity"""	24816
"form_""accounted"""	24817
"form_""clergyman"""	24818
"lemma_""clergyman"""	24819
"form_""Protestants"""	24820
"form_""prosper"""	24821
"lemma_""prosper"""	24822
"form_""fraternize"""	24823
"lemma_""fraternize"""	24824
"form_""suitability"""	24825
"lemma_""suitability"""	24826
"form_""propitious"""	24827
"lemma_""propitious"""	24828
"form_""statuses"""	24829
"lemma_""statuse"""	24830
"form_""balances"""	24831
"form_""deteriorated"""	24832
"lemma_""deteriorate"""	24833
"form_""prevalence"""	24834
"lemma_""prevalence"""	24835
"form_""illumines"""	24836
"form_""introductory"""	24837
"lemma_""introductory"""	24838
"form_""interdependence"""	24839
"lemma_""interdependence"""	24840
"form_""exclusiveness"""	24841
"lemma_""exclusiveness"""	24842
"form_""cross-purposes"""	24843
"lemma_""cross-purpose"""	24844
"form_""Residential"""	24845
"form_""insulate"""	24846
"form_""intrusions"""	24847
"lemma_""intrusion"""	24848
"form_""motifs"""	24849
"form_""polarized"""	24850
"form_""schism"""	24851
"lemma_""schism"""	24852
"form_""suburb"""	24853
"form_""collar"""	24854
"lemma_""collar"""	24855
"form_""intimately"""	24856
"lemma_""intimately"""	24857
"form_""crystallize"""	24858
"lemma_""crystallize"""	24859
"form_""stabilize"""	24860
"lemma_""stabilize"""	24861
"form_""unstable"""	24862
"lemma_""unstable"""	24863
"form_""creatures"""	24864
"lemma_""creature"""	24865
"form_""counteracting"""	24866
"form_""crystallizing"""	24867
"form_""stratification"""	24868
"lemma_""stratification"""	24869
"form_""productivity"""	24870
"lemma_""productivity"""	24871
"form_""countervailing"""	24872
"lemma_""countervailing"""	24873
"form_""rearguard"""	24874
"lemma_""rearguard"""	24875
"form_""Consumer"""	24876
"form_""productive"""	24877
"lemma_""productive"""	24878
"form_""Puerto"""	24879
"lemma_""Puerto"""	24880
"form_""Ricans"""	24881
"lemma_""Rican"""	24882
"form_""newcomers"""	24883
"form_""defeating"""	24884
"form_""contradicts"""	24885
"lemma_""contradict"""	24886
"form_""exclusion"""	24887
"lemma_""exclusion"""	24888
"form_""doomed"""	24889
"lemma_""doom"""	24890
"form_""presupposes"""	24891
"lemma_""presuppose"""	24892
"form_""stabilities"""	24893
"form_""Attention"""	24894
"form_""characteristically"""	24895
"lemma_""characteristically"""	24896
"form_""keynotes"""	24897
"lemma_""keynote"""	24898
"form_""activism"""	24899
"lemma_""activism"""	24900
"form_""esteem"""	24901
"lemma_""esteem"""	24902
"form_""dictating"""	24903
"form_""rearing"""	24904
"lemma_""rearing"""	24905
"form_""psychiatric"""	24906
"lemma_""psychiatric"""	24907
"form_""illness"""	24908
"lemma_""illness"""	24909
"form_""Fellowship"""	24910
"lemma_""Fellowship"""	24911
"form_""likeness"""	24912
"lemma_""likeness"""	24913
"form_""cage"""	24914
"lemma_""cage"""	24915
"form_""pursued"""	24916
"form_""rubric"""	24917
"lemma_""rubric"""	24918
"form_""illuminate"""	24919
"form_""imprisons"""	24920
"lemma_""imprison"""	24921
"form_""suburban"""	24922
"lemma_""suburban"""	24923
"form_""captivity"""	24924
"lemma_""captivity"""	24925
"form_""perplexing"""	24926
"lemma_""perplexing"""	24927
"form_""clubs"""	24928
"form_""Cardinals"""	24929
"lemma_""Cardinals"""	24930
"form_""heed"""	24931
"lemma_""heed"""	24932
"form_""Manager"""	24933
"form_""Mauch"""	24934
"lemma_""Mauch"""	24935
"form_""Phillies"""	24936
"lemma_""Philly"""	24937
"form_""misled"""	24938
"lemma_""misl"""	24939
"form_""Pirates"""	24940
"lemma_""Pirates"""	24941
"form_""outclass"""	24942
"lemma_""outclass"""	24943
"form_""Vinegar"""	24944
"lemma_""vinegar"""	24945
"form_""Mizell"""	24946
"lemma_""Mizell"""	24947
"form_""Bobby"""	24948
"form_""Shantz"""	24949
"lemma_""Shantz"""	24950
"form_""Tonight"""	24951
"form_""champions"""	24952
"form_""Redbirds"""	24953
"lemma_""Redbird"""	24954
"form_""Change"""	24955
"form_""pitchers"""	24956
"lemma_""pitcher"""	24957
"form_""Solly"""	24958
"lemma_""Solly"""	24959
"form_""Hemus"""	24960
"lemma_""Hemus"""	24961
"form_""pitcher"""	24962
"form_""Broglio"""	24963
"lemma_""Broglio"""	24964
"form_""Broglio's"""	24965
"lemma_""Broglio'"""	24966
"form_""1.24"""	24967
"lemma_""1.24"""	24968
"form_""earned"""	24969
"form_""disheartening"""	24970
"lemma_""disheartening"""	24971
"form_""pitching"""	24972
"lemma_""pitching"""	24973
"form_""slump"""	24974
"lemma_""slump"""	24975
"form_""Cubs"""	24976
"lemma_""Cubs"""	24977
"form_""Haddix"""	24978
"lemma_""Haddix"""	24979
"form_""flu"""	24980
"lemma_""flu"""	24981
"form_""Cardinal"""	24982
"lemma_""Cardinal"""	24983
"form_""mates"""	24984
"lemma_""mate"""	24985
"form_""Kenny"""	24986
"lemma_""Kenny"""	24987
"form_""Boyer"""	24988
"lemma_""Boyer"""	24989
"form_""Busch"""	24990
"lemma_""Busch"""	24991
"form_""Stadium"""	24992
"lemma_""Stadium"""	24993
"form_""Pirate"""	24994
"lemma_""pirate"""	24995
"form_""Danny"""	24996
"lemma_""Danny"""	24997
"form_""Murtaugh"""	24998
"lemma_""Murtaugh"""	24999
"form_""Vern"""	25000
"lemma_""Vern"""	25001
"form_""Nieman"""	25002
"lemma_""Nieman"""	25003
"form_""lineup"""	25004
"lemma_""lineup"""	25005
"form_""workout"""	25006
"lemma_""workout"""	25007
"form_""Musial"""	25008
"lemma_""Musial"""	25009
"form_""bench"""	25010
"lemma_""bench"""	25011
"form_""Giants"""	25012
"lemma_""Giant"""	25013
"form_""lefthander"""	25014
"lemma_""lefthander"""	25015
"form_""Taussig"""	25016
"lemma_""Taussig"""	25017
"form_""Lindy"""	25018
"lemma_""Lindy"""	25019
"form_""McDaniel"""	25020
"lemma_""McDaniel"""	25021
"form_""batting"""	25022
"lemma_""batting"""	25023
"form_""Bucks"""	25024
"form_""Bucs"""	25025
"lemma_""Buc"""	25026
"form_""bats"""	25027
"lemma_""bat"""	25028
"form_""quieted"""	25029
"form_""Cincinnati"""	25030
"lemma_""Cincinnati"""	25031
"form_""recession"""	25032
"lemma_""recession"""	25033
"form_""imposing"""	25034
"lemma_""imposing"""	25035
"form_""Gino"""	25036
"lemma_""Gino"""	25037
"form_""Cimoli"""	25038
"lemma_""Cimoli"""	25039
"form_""Virdon"""	25040
"lemma_""Virdon"""	25041
"form_""Clemente"""	25042
"lemma_""Clemente"""	25043
"form_""Groat"""	25044
"lemma_""Groat"""	25045
"form_""Hoak"""	25046
"lemma_""Hoak"""	25047
"form_""Skinner"""	25048
"lemma_""Skinner"""	25049
"form_""Mazeroski"""	25050
"lemma_""Mazeroski"""	25051
"lemma_""Pirate"""	25052
"form_""unhappiest"""	25053
"form_""plunkers"""	25054
"lemma_""plunker"""	25055
"form_""Dodgers"""	25056
"lemma_""Dodger"""	25057
"form_""milestone"""	25058
"lemma_""milestone"""	25059
"form_""Birds"""	25060
"form_""49"""	25061
"lemma_""49"""	25062
"form_""finishing"""	25063
"form_""96"""	25064
"lemma_""96"""	25065
"form_""victories"""	25066
"form_""Cards"""	25067
"form_""88"""	25068
"lemma_""88"""	25069
"lemma_""Birds"""	25070
"form_""recovering"""	25071
"form_""86"""	25072
"lemma_""86"""	25073
"form_""Dodger"""	25074
"form_""pennant"""	25075
"lemma_""pennant"""	25076
"form_""51"""	25077
"lemma_""51"""	25078
"form_""battling"""	25079
"form_""Billikens"""	25080
"lemma_""Billiken"""	25081
"form_""Speakers"""	25082
"lemma_""speaker"""	25083
"form_""Tipoff"""	25084
"lemma_""Tipoff"""	25085
"form_""lavish"""	25086
"lemma_""lavish"""	25087
"form_""players"""	25088
"form_""Coach"""	25089
"form_""Benington"""	25090
"lemma_""Benington"""	25091
"form_""Mankowski"""	25092
"lemma_""Mankowski"""	25093
"form_""Gordon"""	25094
"lemma_""Gordon"""	25095
"form_""Hartweger"""	25096
"lemma_""Hartweger"""	25097
"form_""Kieffer"""	25098
"lemma_""Kieffer"""	25099
"form_""Bevo"""	25100
"lemma_""Bevo"""	25101
"form_""Nordmann"""	25102
"lemma_""Nordmann"""	25103
"form_""knee"""	25104
"form_""pepping"""	25105
"lemma_""pep"""	25106
"form_""halftime"""	25107
"lemma_""halftime"""	25108
"form_""most-"""	25109
"lemma_""most-"""	25110
"form_""Broeg"""	25111
"lemma_""Broeg"""	25112
"form_""Dispatch"""	25113
"lemma_""Dispatch"""	25114
"form_""commended"""	25115
"form_""clutch"""	25116
"form_""hawking"""	25117
"lemma_""hawking"""	25118
"form_""Bradley"""	25119
"lemma_""Bradley"""	25120
"form_""televised"""	25121
"lemma_""televise"""	25122
"form_""doubted"""	25123
"form_""faults"""	25124
"lemma_""fault"""	25125
"form_""bowl"""	25126
"lemma_""bowl"""	25127
"form_""Burnes"""	25128
"lemma_""Burnes"""	25129
"form_""Globe"""	25130
"lemma_""Globe"""	25131
"form_""congratulated"""	25132
"form_""Kentucky"""	25133
"lemma_""Kentucky"""	25134
"form_""Contribution"""	25135
"form_""Billiken"""	25136
"form_""Basketball"""	25137
"lemma_""Basketball"""	25138
"form_""lettermen"""	25139
"lemma_""lettermen"""	25140
"form_""Invitation"""	25141
"lemma_""Invitation"""	25142
"form_""Tournament"""	25143
"form_""Hambric"""	25144
"lemma_""Hambric"""	25145
"form_""Donnell"""	25146
"lemma_""Donnell"""	25147
"form_""Reid"""	25148
"lemma_""Reid"""	25149
"form_""Luechtefeld"""	25150
"lemma_""Luechtefeld"""	25151
"form_""Latinovich"""	25152
"lemma_""Latinovich"""	25153
"form_""Notre"""	25154
"lemma_""Notre"""	25155
"form_""Dame"""	25156
"lemma_""Dame"""	25157
"form_""teams"""	25158
"form_""anywhere"""	25159
"lemma_""anywhere"""	25160
"form_""Scherer"""	25161
"lemma_""Scherer"""	25162
"form_""pitched"""	25163
"lemma_""College"""	25164
"form_""Crystal"""	25165
"lemma_""Crystal"""	25166
"form_""defeats"""	25167
"form_""tie"""	25168
"form_""bat"""	25169
"form_""hits"""	25170
"form_""trips"""	25171
"form_""Len"""	25172
"lemma_""Len"""	25173
"form_""Boehmer"""	25174
"lemma_""Boehmer"""	25175
"form_""doubles"""	25176
"form_""Ritchie"""	25177
"lemma_""Ritchie"""	25178
"form_""Ligget"""	25179
"lemma_""Ligget"""	25180
"form_""Bears"""	25181
"lemma_""Bear"""	25182
"form_""Teachers"""	25183
"form_""3:30"""	25184
"lemma_""3:30"""	25185
"form_""doubleheader"""	25186
"lemma_""doubleheader"""	25187
"form_""Quincy"""	25188
"lemma_""Quincy"""	25189
"form_""Ill"""	25190
"lemma_""Ill"""	25191
